,NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value
1222,373737,1966266,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1223,373737,1848119,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1224,373737,1394442,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1225,373737,1394442,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1226,373737,1832649,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1227,373737,1832649,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,2 - W,Scaled Score,Scale,206.0,CPI,Scale,0.0
1228,373737,1149126,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1229,373737,1149126,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1230,373737,1610754,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,208.0,CPI,Scale,0.0
1231,373737,1610754,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1232,373737,1848654,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1233,373737,1848654,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1234,373737,1184283,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1235,373737,1184283,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1236,373737,1647967,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
1237,373737,1647967,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,276.0,CPI,Scale,100.0
1238,373737,1637811,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
1239,373737,1637811,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1240,373737,1765647,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1241,373737,1765647,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1242,373737,1019093,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
1243,373737,1019093,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1244,373737,1633038,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1245,373737,1633038,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1246,373737,1017977,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1247,373737,1017977,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1248,373737,1872988,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1249,373737,1872988,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1250,373737,1324101,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1251,373737,1324101,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1252,373737,1175349,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1253,373737,1175349,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1254,373737,1934812,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1255,373737,1934812,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1256,373737,1461980,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1257,373737,1461980,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1258,373737,1705489,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
1259,373737,1705489,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1260,373737,1024968,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1261,373737,1024968,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1262,373737,1101875,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
1263,373737,1101875,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,260.0,CPI,Scale,100.0
1264,373737,1292102,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1265,373737,1292102,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1266,373737,1756047,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
1267,373737,1756047,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,270.0,CPI,Scale,100.0
1268,373737,1182738,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1269,373737,1182738,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,256.0,CPI,Scale,100.0
1270,373737,1008571,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1271,373737,1008571,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1272,373737,1439589,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1273,373737,1439589,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1274,373737,1218359,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1275,373737,1218359,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1276,373737,1583640,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1277,373737,1583640,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1278,373737,1797859,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,5 - A,Scaled Score,Scale,268.0,CPI,Scale,100.0
1279,373737,1797859,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,266.0,CPI,Scale,100.0
1280,373737,1797341,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1281,373737,1797341,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1282,373737,1862556,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1283,373737,1862556,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1284,373737,1213714,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1285,373737,1213714,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1286,373737,1017338,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,222.0,CPI,Scale,50.0
1287,373737,1017338,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1288,373737,1087663,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1289,373737,1087663,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1290,373737,1423966,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1291,373737,1423966,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1292,373737,1157272,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1293,373737,1157272,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1294,373737,1656001,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,208.0,CPI,Scale,0.0
1295,373737,1656001,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1296,373737,1582379,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1297,373737,1582379,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1298,373737,1529929,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1299,373737,1781666,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1300,373737,1781666,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1301,373737,1106854,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1302,373737,1106854,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1303,373737,1724510,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,214.0,CPI,Scale,25.0
1304,373737,1724510,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1305,373737,1535186,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1306,373737,1535186,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1307,373737,1930677,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1308,373737,1930677,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1309,373737,1046099,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,2 - W,Scaled Score,Scale,212.0,CPI,Scale,25.0
1310,373737,1046099,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1311,373737,1078902,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1312,373737,1078902,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1313,373737,1658706,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1314,373737,1658706,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1315,373737,1985036,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1316,373737,1985036,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,256.0,CPI,Scale,100.0
1317,373737,1746325,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
1318,373737,1746325,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,5 - A,Scaled Score,Scale,266.0,CPI,Scale,100.0
1319,373737,1176191,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1320,373737,1176191,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1321,373737,1875637,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1322,373737,1875637,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
1323,373737,1305572,,3,April 1,MCAS,MCAS ELA,ELA,3,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
1324,373737,1305572,,3,May 1,MCAS,MCAS Math,Math,3,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1325,373737,1577099,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1326,373737,1577099,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1327,373737,1121749,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1328,373737,1121749,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1329,373737,1693873,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1330,373737,1693873,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1331,373737,1343732,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
1332,373737,1343732,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1333,373737,1764157,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1334,373737,1764157,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,222.0,CPI,Scale,50.0
1335,373737,1608469,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1336,373737,1608469,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,258.0,CPI,Scale,100.0
1337,373737,1479498,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1338,373737,1479498,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,222.0,CPI,Scale,50.0
1339,373737,1147523,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1340,373737,1147523,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1341,373737,1592018,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1342,373737,1592018,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1343,373737,1218762,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1344,373737,1218762,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1345,373737,1140150,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1346,373737,1140150,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1347,373737,1912764,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1348,373737,1912764,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,244.0,CPI,Scale,100.0
1349,373737,1009580,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1350,373737,1009580,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1351,373737,1523822,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1352,373737,1523822,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1353,373737,1650091,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1354,373737,1650091,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1355,373737,1903510,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1356,373737,1903510,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1357,373737,1279886,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,214.0,CPI,Scale,25.0
1358,373737,1279886,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1359,373737,1880047,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
1360,373737,1880047,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1361,373737,1094842,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,252.0,CPI,Scale,100.0
1362,373737,1094842,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1363,373737,1999771,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1364,373737,1999771,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1365,373737,1131910,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,216.0,CPI,Scale,25.0
1366,373737,1131910,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1367,373737,1481107,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,246.0,CPI,Scale,100.0
1368,373737,1481107,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1369,373737,1440783,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1370,373737,1440783,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1371,373737,1749354,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1372,373737,1749354,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1373,373737,1467418,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1374,373737,1467418,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,222.0,CPI,Scale,50.0
1375,373737,1717489,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
1376,373737,1717489,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1377,373737,1205260,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1378,373737,1205260,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,236.0,CPI,Scale,75.0
1379,373737,1781979,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,242.0,CPI,Scale,100.0
1380,373737,1781979,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,238.0,CPI,Scale,75.0
1381,373737,1867190,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1382,373737,1867190,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,262.0,CPI,Scale,100.0
1383,373737,1763452,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,224.0,CPI,Scale,50.0
1384,373737,1763452,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1385,373737,1289652,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,2 - W,Scaled Score,Scale,218.0,CPI,Scale,25.0
1386,373737,1289652,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,2 - W,Scaled Score,Scale,216.0,CPI,Scale,25.0
1387,373737,1823699,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1388,373737,1823699,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,230.0,CPI,Scale,75.0
1389,373737,1394515,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1390,373737,1394515,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1391,373737,1057639,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,240.0,CPI,Scale,100.0
1392,373737,1057639,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,254.0,CPI,Scale,100.0
1393,373737,1665970,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,234.0,CPI,Scale,75.0
1394,373737,1665970,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,4 - P,Scaled Score,Scale,248.0,CPI,Scale,100.0
1395,373737,1173739,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,4 - P,Scaled Score,Scale,250.0,CPI,Scale,100.0
1396,373737,1173739,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,5 - A,Scaled Score,Scale,266.0,CPI,Scale,100.0
1397,373737,1073773,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
1398,373737,1073773,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1399,373737,1501642,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,228.0,CPI,Scale,50.0
1400,373737,1501642,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,232.0,CPI,Scale,75.0
1401,373737,1019566,,4,April 1,MCAS,MCAS ELA,ELA,4,Performance Level,Level,3 - NI,Scaled Score,Scale,220.0,CPI,Scale,50.0
1402,373737,1019566,,4,May 1,MCAS,MCAS Math,Math,4,Performance Level,Level,3 - NI,Scaled Score,Scale,226.0,CPI,Scale,50.0
